,address_name,price,square_price,floors,total_floors,rooms,area,local,type_home,remont,balcon
568,"Барвихинская улица, 4к1",9800000,264864,4,24,1,37.0,Москва,flat,without_repair,1
569,"Ленинградское шоссе, 228к4",10500000,250000,4,14,1,42.0,Москва,flat,without_repair,1
570,"Ленинградское шоссе, 228к7",9900000,396000,4,15,1,25.0,Москва,flat,without_repair,1
571,"жилой комплекс Новое Очаково, к1.4",12500000,345303,22,33,1,36.2,Москва,flat,without_repair,1
572,"проспект Защитников Москвы, 1",8200000,212987,15,17,1,38.5,Москва,flat,without_repair,1
573,"Северная улица, 13",6890000,164478,2,13,1,41.89,деревня Марушкино,flat,without_repair,1
574,"Старобитцевская улица, 15к2",9600000,228571,14,14,1,42.0,Москва,flat,without_repair,1
575,"Фестивальная улица, 22к6",11150000,297333,13,17,1,37.5,Москва,flat,without_repair,1
576,"улица Раменки, 8к1",14000000,370370,16,17,1,37.8,Москва,flat,without_repair,1
577,"Аргуновская улица, 16",10000000,314465,6,12,1,31.8,Москва,flat,without_repair,1
578,"Стрелецкая улица, 9к2",13990000,349750,9,14,1,40.0,Москва,flat,without_repair,2
579,"улица Академика Янгеля, 14к3",10200000,260869,11,12,1,39.1,Москва,flat,without_repair,2
580,"Воронежская улица, 32к2",9500000,246113,8,12,1,38.6,Москва,flat,without_repair,2
581,"Кустанайская улица, 7к4",10490000,268286,7,14,1,39.1,Москва,flat,without_repair,2
582,"Кустанайская улица, 7к4",10150000,247560,10,14,1,41.0,Москва,flat,without_repair,2
583,"Старобитцевская улица, 23к1",9570000,222558,14,14,1,43.0,Москва,flat,without_repair,2
584,"улица Бориса Пастернака, 47",10600000,279683,11,17,1,37.9,Москва,flat,standard,1
585,"проспект Вернадского, 50А",10990000,333030,1,16,1,33.0,Москва,flat,standard,1
586,"Юрловский проезд, 14к1",11900000,321621,8,17,1,37.0,Москва,flat,standard,1
587,"Чертановская улица, 57",8200000,227777,9,9,1,36.0,Москва,flat,standard,1
588,"улица Раменки, 9к2",14450000,370512,14,17,1,39.0,Москва,flat,standard,1
589,"Клязьминская улица, 4",8800000,252149,8,12,1,34.9,Москва,flat,standard,1
590,"Тарханская улица, 6",11000000,268292,10,16,1,41.0,Москва,flat,standard,1
591,"Чечёрский проезд, 24к2",8600000,286666,7,12,1,30.0,Москва,flat,standard,1
592,"проспект Защитников Москвы, 11",9985000,266978,6,17,1,37.4,Москва,flat,standard,1
593,"Коломенская улица, 5",11700000,301546,9,12,1,38.8,Москва,flat,standard,1
594,"Хорошёвское шоссе, 66",13900000,366754,12,17,1,37.9,Москва,flat,standard,1
595,"улица Генерала Антонова, 5к5",12500000,356125,9,16,1,35.1,Москва,flat,standard,1
596,"бульвар Дмитрия Донского, 2к1",11390000,299736,9,14,1,38.0,Москва,flat,standard,1
597,"улица Свободы, 71",13500000,319148,14,22,1,42.3,Москва,flat,standard,1
598,"Гвардейская улица, 8",11000000,358306,3,5,1,30.7,Москва,flat,standard,1
599,"Скобелевская улица, 10",10600000,282666,8,10,1,37.5,Москва,flat,standard,1
600,"Россошанская улица, 7к1",9500000,313531,4,12,1,30.3,Москва,flat,standard,1
601,"Сиреневый бульвар, 10",7900000,199494,15,16,1,39.6,Троицк,flat,standard,1
602,"Электролитный проезд, 16к1",16900000,438961,25,25,1,38.5,Москва,flat,standard,1
603,"Профсоюзная улица, 128",12900000,352459,8,17,1,36.6,Москва,flat,standard,1
604,"улица Верхние Поля, 27с2",9215000,253856,7,9,1,36.3,Москва,flat,standard,1
605,"Челобитьевское шоссе, 14к2",9890000,258900,14,22,1,38.2,Москва,flat,standard,1
606,посёлок Знамя Октября,6000000,176470,3,5,1,34.0,посёлок Знамя Октября,flat,standard,1
607,"Самаркандский бульвар, 9к5",9000000,283018,2,5,1,31.8,Москва,flat,standard,1
608,"улица Удальцова, 3к12",3100000,310000,2,16,1,10.0,Москва,flat,standard,1
609,"улица Маршала Савицкого, 18",8200000,193396,10,17,1,42.4,Москва,flat,standard,1
610,"улица Бианки, 4к1",8950000,235526,3,17,1,38.0,Московский,flat,standard,1
611,"Братиславская улица, 6к1",13000000,342105,9,14,1,38.0,Москва,flat,standard,1
612,"Юбилейная улица, 18",8280000,227472,8,17,1,36.4,Щербинка,flat,standard,1
613,"Белореченская улица, 37к1",10300000,274666,7,14,1,37.5,Москва,flat,standard,1
614,"Снайперская улица, 7",8400000,210000,9,9,1,40.0,Москва,flat,standard,1
615,"Часовая улица, 18",13200000,352000,4,16,1,37.5,Москва,flat,standard,1
616,"Ленинградское шоссе, 3к1",13900000,448387,7,16,1,31.0,Москва,flat,standard,1
617,"Таллинская улица, 2",12100000,318421,14,16,1,38.0,Москва,flat,standard,1
618,"Боровское шоссе, 33к1",10100000,258974,22,22,1,39.0,Москва,flat,standard,1
619,"Рублёвское шоссе, 14к3",14500000,371794,4,17,1,39.0,Москва,flat,standard,1
620,"Ягодная улица, 8к2",9800000,264864,2,24,1,37.0,Москва,flat,standard,1
621,"Суздальская улица, 12к4",9000000,236842,5,14,1,38.0,Москва,flat,standard,1
622,"Береговой проезд, 9к5",12650000,324358,12,12,1,39.0,Москва,flat,standard,1
623,"улица Юных Ленинцев, 47к3",10600000,282666,6,9,1,37.5,Москва,flat,standard,1
624,"2-я Пугачёвская улица, 9к1",9999000,256384,3,12,1,39.0,Москва,flat,standard,1
625,"Ставропольский проезд, 3",9200000,240837,7,19,1,38.2,Москва,flat,standard,1
626,"улица Грина, 9",11800000,306493,15,17,1,38.5,Москва,flat,standard,1
627,"Таллинская улица, 12",12200000,322751,1,16,1,37.8,Москва,flat,standard,1
628,"Хабаровская улица, 2",8500000,220779,13,17,1,38.5,Москва,flat,standard,1
629,"Луговой проезд, 9к1",10500000,270618,5,12,1,38.8,Москва,flat,standard,1
630,"улица Авиаторов, 5к1",10200000,270557,2,17,1,37.7,Москва,flat,standard,1
631,"Лухмановская улица, 15к4",8900000,213942,12,17,1,41.6,Москва,flat,standard,1
632,"Клинская улица, 10к1",11500000,312500,16,17,1,36.8,Москва,flat,standard,1
633,"Ярцевская улица, 27к7",13750000,371621,4,16,1,37.0,Москва,flat,standard,1
634,"Дмитровский проезд, 18",12500000,378787,8,12,1,33.0,Москва,flat,standard,1
635,"Дубнинская улица, 37к1",11200000,296296,6,17,1,37.8,Москва,flat,standard,1
636,"Донецкая улица, 1",9500000,243589,12,12,1,39.0,Москва,flat,standard,1
637,"2-я Пугачёвская улица, 9к1",10500000,298295,6,12,1,35.2,Москва,flat,standard,1
638,"Клязьминская улица, 5к1",10200000,273458,2,17,1,37.3,Москва,flat,standard,1
639,"Братиславская улица, 20",11200000,285714,9,22,1,39.2,Москва,flat,standard,1
640,"Святоозёрская улица, 34",9500000,252659,3,12,1,37.6,Москва,flat,standard,1
641,"Игарский проезд, 19",11900000,309090,19,22,1,38.5,Москва,flat,standard,1
642,"улица Бианки, 13",8700000,228947,8,17,1,38.0,Московский,flat,standard,1
643,"Байкальская улица, 32",10200000,318750,5,5,1,32.0,Москва,flat,standard,1
644,"Ангарская улица, 20к3",10500000,277044,7,10,1,37.9,Москва,flat,standard,1
645,"улица Маршала Савицкого, 18к2",7990000,188888,9,14,1,42.3,Москва,flat,standard,1
646,"улица Сокольнический Вал, 24к2",13000000,408805,2,12,1,31.8,Москва,flat,standard,1
647,"улица Никитина, 14к1",8980000,236315,15,17,1,38.0,Московский,flat,standard,1
648,"улица Лётчика Ульянина, 6",11300000,240425,17,24,1,47.0,Москва,flat,standard,1
649,"улица Маршала Савицкого, 18к1",7350000,169354,16,17,1,43.4,Москва,flat,standard,1
650,"улица 800-летия Москвы, 18",11500000,301047,3,17,1,38.2,Москва,flat,standard,1
651,"улица Миклухо-Маклая, 51к1",10800000,340694,4,9,1,31.7,Москва,flat,standard,1
652,"Ангарская улица, 67к3",11000000,279898,3,14,1,39.3,Москва,flat,standard,1
653,"улица Декабристов, 10к3",11900000,310704,5,17,1,38.3,Москва,flat,standard,1
654,"улица Грекова, 5",12250000,324933,10,17,1,37.7,Москва,flat,standard,1
655,"Ярцевская улица, 14",13000000,357142,3,17,1,36.4,Москва,flat,standard,1
656,"улица Генерала Тюленева, 37",8800000,273291,7,12,1,32.2,Москва,flat,standard,1
657,"улица Хлобыстова, 16к1",9490000,271142,5,12,1,35.0,Москва,flat,standard,1
658,"улица Лавриненко, 13к3",8200000,256250,6,17,1,32.0,Москва,flat,standard,1
659,"3-я Карачаровская улица, 9к3",10200000,253101,12,17,1,40.3,Москва,flat,standard,1
660,"Венёвская улица, 7",10020000,273024,7,17,1,36.7,Москва,flat,standard,1
661,"Воронежская улица, 9",13250000,339743,14,14,1,39.0,Москва,flat,standard,1
662,"проезд Кирова, 2",9000000,232558,4,17,1,38.7,Москва,flat,standard,1
663,"улица Москвитина, 3к1",9900000,261904,10,17,1,37.8,Московский,flat,standard,1
664,"Старокаширское шоссе, 4к2",12500000,333333,10,14,1,37.5,Москва,flat,standard,1
665,"улица Кравченко, 18",10500000,344262,7,8,1,30.5,Москва,flat,standard,1
666,"Алтуфьевское шоссе, 11к2",9450000,267705,14,16,1,35.3,Москва,flat,standard,1
667,"Тамбовская улица, 3/13",12800000,335958,16,17,1,38.1,Москва,flat,standard,1
668,"Кременчугская улица, 3к4",14400000,381962,3,22,1,37.7,Москва,flat,standard,1
669,"Плавский проезд, 8к1",10250000,264857,5,12,1,38.7,Москва,flat,standard,1
670,"Перовская улица, 22к1",11000000,286458,3,17,1,38.4,Москва,flat,standard,1
671,"Венёвская улица, 9",10300000,271052,9,17,1,38.0,Москва,flat,standard,1
672,"Гурьевский проезд, 25к1",9950000,263227,12,17,1,37.8,Москва,flat,standard,1
673,"улица Мусоргского, 5к1",11000000,282051,5,22,1,39.0,Москва,flat,standard,1
674,"Чечёрский проезд, 126к1",9200000,225766,16,16,1,40.75,Москва,flat,standard,1
675,"Солнечная улица, 15",8000000,211640,16,17,1,37.8,Московский,flat,standard,1
676,"улица Плеханова, 18к1",10500000,347682,5,5,1,30.2,Москва,flat,standard,1
677,"улица Медиков, 4",9500000,263888,5,12,1,36.0,Москва,flat,standard,1
678,"Краснодарская улица, 78",9900000,258485,13,18,1,38.3,Москва,flat,standard,1
679,"Косинская улица, 10",10900000,286842,13,17,1,38.0,Москва,flat,standard,1
680,"улица Бианки, 5",10300000,302052,17,17,1,34.1,Московский,flat,standard,1
681,"Ленинградское шоссе, 228к3",10500000,250000,2,14,1,42.0,Москва,flat,standard,1
682,"улица Авиаконструктора Петлякова, 7",9500000,250000,6,17,1,38.0,Москва,flat,standard,1
683,"Ореховый бульвар, 7к1",10500000,304347,6,9,1,34.5,Москва,flat,standard,1
684,"5-й квартал, 20",8700000,209134,4,12,1,41.6,Москва,flat,standard,2
685,"улица Ротерта, 11",10300000,266839,10,12,1,38.6,Москва,flat,standard,2
686,"Мичуринский проспект, 21к1",16500000,431937,17,17,1,38.2,Москва,flat,standard,2
687,"Липецкая улица, 13",9900000,253846,11,12,1,39.0,Москва,flat,standard,2
688,"улица Амундсена, 5",12490000,318622,5,12,1,39.2,Москва,flat,standard,2
689,"Задонский проезд, 34к1",10300000,250000,6,14,1,41.2,Москва,flat,standard,2
690,"улица Лескова, 23",9990000,254846,8,12,1,39.2,Москва,flat,standard,2
691,"Хабаровская улица, 8",9800000,233333,5,12,1,42.0,Москва,flat,standard,2
692,"Загорьевская улица, 23к2",9750000,252590,10,12,1,38.6,Москва,flat,standard,2
693,"Магнитогорская улица, 3",9000000,229591,11,12,1,39.2,Москва,flat,standard,2
694,"Зеленоград, к1621",8900000,228205,4,14,1,39.0,Зеленоград,flat,standard,2
695,"Жулебинский бульвар, 13",10700000,271573,6,9,1,39.4,Москва,flat,standard,2
696,"улица Скульптора Мухиной, 12к2",10550000,270512,4,14,1,39.0,Москва,flat,standard,2
697,"Абрамцевская улица, 18",9700000,248717,11,12,1,39.0,Москва,flat,standard,2
698,"Дубнинская улица, 28к2",10750000,277061,7,12,1,38.8,Москва,flat,standard,2
699,"Староватутинский проезд, 15",11700000,297709,4,12,1,39.3,Москва,flat,standard,2
700,"Керамический проезд, 71к1",11199000,260441,8,12,1,43.0,Москва,flat,standard,2
701,"Челобитьевское шоссе, 14к3",11500000,301837,16,22,1,38.1,Москва,flat,well_done,1
702,"Большая Филёвская улица, 43",14350000,414739,3,9,1,34.6,Москва,flat,well_done,1
703,"улица Маршала Голованова, 20",11700000,309523,3,16,1,37.8,Москва,flat,well_done,1
704,"улица Никитина, 12",9700000,259358,2,17,1,37.4,Московский,flat,well_done,1
705,"Белозерская улица, 17",10000000,266666,13,16,1,37.5,Москва,flat,well_done,1
706,"улица Бориса Пастернака, 31к2",12000000,307692,15,17,1,39.0,Москва,flat,well_done,1
707,"Большая Академическая улица, 77к2",13300000,332500,7,16,1,40.0,Москва,flat,well_done,1
708,"Зеленоград, к1501",8600000,225721,13,14,1,38.1,Зеленоград,flat,well_done,1
709,"Ярославское шоссе, 135",9500000,295031,8,9,1,32.2,Москва,flat,well_done,1
710,"Симферопольский бульвар, 29к3",13700000,370270,8,17,1,37.0,Москва,flat,well_done,1
711,"Ключевая улица, 24к1",12400000,327176,3,17,1,37.9,Москва,flat,well_done,1
712,"1-я улица Машиностроения, 10",21000000,535714,11,30,1,39.2,Москва,flat,well_done,1
713,"Ленинградское шоссе, 228к3",11000000,445344,12,14,1,24.7,Москва,flat,well_done,1
714,"улица Москвитина, 3к2",10675000,283156,8,17,1,37.7,Московский,flat,well_done,1
715,"Дмитровское шоссе, 96к1",13200000,347368,10,17,1,38.0,Москва,flat,well_done,1
716,"Волжский Бульвар квартал 113А, к2",11500000,287500,13,16,1,40.0,Москва,flat,well_done,1
717,"улица Большое Понизовье, 10",11500000,343283,6,17,1,33.5,Москва,flat,well_done,1
718,"Профсоюзная улица, 98к6",11200000,311111,7,19,1,36.0,Москва,flat,well_done,1
719,"Дорожная улица, 28к1",10200000,340000,6,12,1,30.0,Москва,flat,well_done,1
720,"Венёвская улица, 5",9700000,255263,3,14,1,38.0,Москва,flat,well_done,1
721,"Ангелов переулок, 8",11350000,302666,7,17,1,37.5,Москва,flat,well_done,1
722,"Радужная улица, 14к4",10690000,197962,25,26,1,54.0,Московский,flat,well_done,1
723,"Амурская улица, 56",11499000,302605,16,17,1,38.0,Москва,flat,well_done,1
724,"Кантемировская улица, 12к2",11000000,291777,7,17,1,37.7,Москва,flat,well_done,1
725,"Щёлковское шоссе, 26к1",12000000,327868,17,17,1,36.6,Москва,flat,well_done,1
726,"улица Столетова, 10",15500000,553571,4,9,1,28.0,Москва,flat,well_done,1
727,"Большой Тишинский переулок, 37",17000000,480225,9,12,1,35.4,Москва,flat,well_done,1
728,"Зеленоград, к139",9950000,257105,3,14,1,38.7,Зеленоград,flat,well_done,1
729,"улица Никитина, 12",9400000,241025,16,17,1,39.0,Московский,flat,well_done,1
730,"улица Недорубова, 10",9500000,256756,17,17,1,37.0,Москва,flat,well_done,1
731,"улица Тёплый Стан, 12к1",10800000,312138,2,14,1,34.6,Москва,flat,well_done,1
732,"улица Красных Зорь, 23",15400000,419618,2,14,1,36.7,Москва,flat,well_done,1
733,"Совхозная улица, 10к1",12300000,315384,11,14,1,39.0,Москва,flat,well_done,1
734,"Пятницкое шоссе, 36",11000000,297297,6,16,1,37.0,Москва,flat,well_done,1
735,"Белореченская улица, 6",11000000,333333,17,17,1,33.0,Москва,flat,well_done,1
736,"Чертановская улица, 51к4",11500000,340236,1,9,1,33.8,Москва,flat,well_done,1
737,"Дмитровское шоссе, 169к7",12500000,299043,8,17,1,41.8,Москва,flat,well_done,1
738,"рабочий посёлок Киевский, 14",5800000,196610,9,9,1,29.5,рабочий посёлок Киевский,flat,well_done,1
739,"улица Академика Янгеля, 14к9",11500000,294117,12,12,1,39.1,Москва,flat,well_done,1
740,"Таллинская улица, 17к4",12500000,312500,6,12,1,40.0,Москва,flat,well_done,1
741,"Братеевская улица, 21к2",11700000,292500,16,17,1,40.0,Москва,flat,well_done,1
742,"улица Верхние Поля, 45к2",10000000,250000,18,24,1,40.0,Москва,flat,well_done,1
743,"Юрловский проезд, 19",11000000,314285,5,9,1,35.0,Москва,flat,well_done,1
744,"улица Академика Пилюгина, 20к1",17990000,407936,7,22,1,44.1,Москва,flat,well_done,1
745,"Братиславская улица, 14",12499000,351095,14,18,1,35.6,Москва,flat,well_done,1
746,"1-й Краснокурсантский проезд, 3/5к1",12500000,312500,4,12,1,40.0,Москва,flat,well_done,1
747,"улица Верхние Поля, 22к1",10600000,265000,11,22,1,40.0,Москва,flat,well_done,1
748,"улица Бориса Пастернака, 29к2",10800000,273417,10,17,1,39.5,Москва,flat,well_done,1
749,"Краснодарская улица, 52",11200000,342507,3,12,1,32.7,Москва,flat,well_done,1
750,"улица Вертолётчиков, 9к1",10700000,282321,10,17,1,37.9,Москва,flat,well_done,1
751,"улица Маршала Голованова, 1",13500000,355263,16,17,1,38.0,Москва,flat,well_done,1
752,"Митинская улица, 43",11450000,301315,3,14,1,38.0,Москва,flat,well_done,1
753,"Старокачаловская улица, 3к1",11200000,287179,6,17,1,39.0,Москва,flat,well_done,1
754,"Болотниковская улица, 33к3",13500000,354330,3,17,1,38.1,Москва,flat,well_done,1
755,"Юрловский проезд, 14к1",12499999,337837,17,17,1,37.0,Москва,flat,well_done,1
756,"улица Поляны, 7",11000000,284974,22,22,1,38.6,Москва,flat,well_done,1
757,"улица Красного Маяка, 17к1",11500000,324858,10,17,1,35.4,Москва,flat,well_done,1
758,"Пролетарский проспект, 3",10700000,323262,9,22,1,33.1,Москва,flat,well_done,1
759,"Скобелевская улица, 32",9800000,259946,6,14,1,37.7,Москва,flat,well_done,1
760,"Игральная улица, 7",13700000,352185,3,14,1,38.9,Москва,flat,well_done,1
761,"улица Лобачевского, 2",14200000,410404,3,13,1,34.6,Москва,flat,well_done,1
762,"Щёлковское шоссе, 26к3",13300000,352785,3,17,1,37.7,Москва,flat,well_done,1
763,"Бескудниковский бульвар, 52к1",12800000,320802,9,22,1,39.9,Москва,flat,well_done,1
764,"Цимлянская улица, 2",12399999,309999,7,17,1,40.0,Москва,flat,well_done,1
765,"Варшавское шоссе, 142к2",11499000,312472,3,16,1,36.8,Москва,flat,well_done,1
766,"улица Лаптева, 6к1",9350000,242857,8,17,1,38.5,Московский,flat,well_done,1
767,"улица Ремизова, 15к3",13200000,346456,11,16,1,38.1,Москва,flat,well_done,1
768,"Кунцевская улица, 10",13000000,331632,17,17,1,39.2,Москва,flat,well_done,1
769,"улица Борисовские Пруды, 48к1",12000000,312500,9,22,1,38.4,Москва,flat,well_done,1
770,"Коровинское шоссе, 36к1",13600000,363636,2,16,1,37.4,Москва,flat,well_done,1
771,"улица Цюрупы, 8",14300000,374345,16,17,1,38.2,Москва,flat,well_done,1
772,"улица Введенского, 27к2",15150000,417355,6,9,1,36.3,Москва,flat,well_done,1
773,"улица Борисовские Пруды, 34к1",11800000,305699,6,17,1,38.6,Москва,flat,well_done,1
774,"улица Столетова, 6",15500000,484375,8,9,1,32.0,Москва,flat,well_done,1
775,"Зеленоград, к830",9500000,231707,5,14,1,41.0,Зеленоград,flat,well_done,1
776,"Енисейская улица, 2к2",12800000,316831,25,25,1,40.4,Москва,flat,well_done,1
777,"улица Горбунова, 19к1",11500000,271867,15,16,1,42.3,Москва,flat,well_done,1
778,"деревня Яковлевское, 124",6700000,176315,2,5,1,38.0,деревня Яковлевское,flat,well_done,1
779,"улица Липчанского, 6",12100000,302500,6,17,1,40.0,Москва,flat,well_done,1
780,"Братеевская улица, 21",11500000,302631,4,17,1,38.0,Москва,flat,well_done,1
781,"бульвар Дмитрия Донского, 2к1",11800000,310526,9,17,1,38.0,Москва,flat,well_done,1
782,"Большая Очаковская улица, 15",12500000,379939,5,12,1,32.9,Москва,flat,well_done,1
783,"улица Островитянова, 53к3",12000000,385852,16,16,1,31.1,Москва,flat,well_done,1
784,"улица Бориса Пастернака, 27к2",11000000,289473,3,17,1,38.0,Москва,flat,well_done,1
785,"улица Народного Ополчения, 26к2",12900000,396923,7,12,1,32.5,Москва,flat,well_done,1
786,"Ярославское шоссе, 55",8600000,245714,1,16,1,35.0,Москва,flat,well_done,1
787,"улица Москвитина, 5к3",10990000,261666,22,25,1,42.0,Московский,flat,well_done,1
788,"улица Александры Монаховой, 95к3",10300000,245238,15,17,1,42.0,Москва,flat,well_done,1
789,"Октябрьский проспект, 8",7999999,248447,3,12,1,32.2,Троицк,flat,well_done,1
790,"улица Чечулина, 22",9999000,285685,3,9,1,35.0,Москва,flat,well_done,1
791,"Дубнинская улица, 53к3",12200000,322751,16,17,1,37.8,Москва,flat,well_done,1
792,"Очаковское шоссе, 5к1",14600000,456250,7,17,1,32.0,Москва,flat,well_done,1
793,"Ясеневая улица, 21к2",10700000,297222,9,9,1,36.0,Москва,flat,well_done,1
794,"посёлок Шишкин Лес, 21к1",7400000,188775,11,13,1,39.2,посёлок Шишкин Лес,flat,well_done,1
795,"Туристская улица, 12к1",13999000,354405,14,17,1,39.5,Москва,flat,well_done,1
796,"улица Никитина, 18к1",9300000,248000,14,17,1,37.5,Московский,flat,well_done,1
797,"Челобитьевское шоссе, 12к3",11000000,289473,15,17,1,38.0,Москва,flat,well_done,1
798,"улица Грина, 36",10000000,295857,15,15,1,33.8,Москва,flat,well_done,1
799,"улица Мнёвники, 10к1",14900000,372500,10,12,1,40.0,Москва,flat,well_done,1
800,"улица Островитянова, 18к2",11900000,359516,12,12,1,33.1,Москва,flat,well_done,1
801,"Зеленоград, к1107",8900000,258720,3,22,1,34.4,Зеленоград,flat,well_done,2
802,"Ленинградское шоссе, 29",16999999,407673,6,17,1,41.7,Москва,flat,well_done,2
803,"улица Академика Анохина, 2к3",20500000,366071,8,21,1,56.0,Москва,flat,well_done,2
804,"Филёвский бульвар, 16",12350000,307980,4,16,1,40.1,Москва,flat,well_done,2
805,"Челябинская улица, 6",12000000,303797,11,12,1,39.5,Москва,flat,well_done,2
806,"Куликовская улица, 9к1",12500000,321336,9,12,1,38.9,Москва,flat,well_done,2
807,"Домодедовская улица, 6к2",12000000,309278,10,12,1,38.8,Москва,flat,well_done,2
808,"Кантемировская улица, 16к2",11700000,302325,12,14,1,38.7,Москва,flat,well_done,2
809,"Зеленоград, к1620",8500000,199063,12,14,1,42.7,Зеленоград,flat,well_done,2
810,"Дубнинская улица, 22к3",11000000,276381,7,12,1,39.8,Москва,flat,well_done,2
811,"Филёвский бульвар, 23",13300000,340153,4,12,1,39.1,Москва,flat,well_done,2
812,"Коломенская улица, 5",15490000,377804,4,12,1,41.0,Москва,flat,well_done,2
813,"улица Маршала Полубоярова, 24к3",11000000,261904,8,12,1,42.0,Москва,flat,well_done,2
814,"Ботаническая улица, 17к2",20800000,386617,3,17,2,53.8,Москва,loyout,design,1
815,"улица Усачёва, 19Ак3",51000000,586206,5,9,2,87.0,Москва,loyout,design,1
816,"улица Авиаконструктора Петлякова, 13к1",16500000,300000,16,17,2,55.0,Москва,loyout,design,1
817,"Зеленоград, к1620",16000000,307692,11,14,2,52.0,Зеленоград,loyout,design,1
818,"Олимпийский проспект, 22",17000000,447368,14,16,2,38.0,Москва,loyout,design,1
819,"Мичуринский проспект, 25к2",22900000,424074,4,17,2,54.0,Москва,loyout,design,1
820,"Загорьевский проезд, 3к1",12000000,225140,13,16,2,53.3,Москва,loyout,design,1
821,"Чечёрский проезд, 122к3",16500000,277310,8,16,2,59.5,Москва,loyout,design,1
822,"улица Недорубова, 20к1",15300000,261538,17,25,2,58.5,Москва,loyout,design,1
823,"Гурьевский проезд, 15к1",18350000,327678,10,17,2,56.0,Москва,loyout,design,1
824,"Большая Тульская улица, 54",19000000,355805,15,17,2,53.4,Москва,loyout,design,1
825,"улица Газопровод, 1к6",15000000,325379,10,10,2,46.1,Москва,loyout,design,1
826,"улица Винокурова, 17к1",18099999,430952,4,12,2,42.0,Москва,loyout,design,1
827,"улица Лефортовский Вал, 11к2",21500000,383928,10,17,2,56.0,Москва,loyout,design,1
828,"Лукинская улица, 7",14950000,273308,7,17,2,54.7,Москва,loyout,design,1
829,"Грайвороновская улица, 16к3",13750000,254629,5,9,2,54.0,Москва,loyout,design,1
830,"улица Маршала Тимошенко, 34",13300000,341025,2,12,2,39.0,Москва,loyout,design,1
831,"Волгоградский проспект, 96к2",17000000,304659,3,18,2,55.8,Москва,loyout,design,1
832,"Чертановская улица, 13",14850000,340596,6,9,2,43.6,Москва,loyout,design,1
833,"Мичуринский проспект, 9к2",26000000,433333,8,17,2,60.0,Москва,loyout,design,1
834,"2-я Мелитопольская улица, 15",10900000,201851,5,17,2,54.0,Москва,loyout,design,1
835,"улица Лаптева, 8к1",15700000,281867,17,17,2,55.7,Московский,loyout,design,1
836,"улица Ухтомского Ополчения, 8",13500000,264187,17,17,2,51.1,Москва,loyout,design,1
837,"Покровская улица, 17к3",14450000,288423,4,17,2,50.1,Москва,loyout,design,1
838,"проспект Маршала Жукова, 10",16800000,457765,9,9,2,36.7,Москва,loyout,design,1
839,"Ленинский проспект, 135к1",18500000,347744,4,16,2,53.2,Москва,loyout,design,1
840,"Бескудниковский бульвар, 28к3",12999000,288866,5,9,2,45.0,Москва,loyout,design,1
841,"Дмитровское шоссе, 169к7",21500000,354785,14,17,2,60.6,Москва,loyout,design,1
842,"Пятницкое шоссе, 21",20950000,349166,24,25,2,60.0,Москва,loyout,design,1
843,"Пантелеевская улица, 2",19500000,433333,11,14,2,45.0,Москва,loyout,design,1
844,"Братиславская улица, 3",18500000,316780,3,17,2,58.4,Москва,loyout,design,1
845,"Чечёрский проезд, 126к2",16000000,288808,8,16,2,55.4,Москва,loyout,design,1
846,"Левобережная улица, 4к14",19700000,290989,18,19,2,67.7,Москва,loyout,design,1
847,"улица Борисовские Пруды, 38",17000000,294627,14,17,2,57.7,Москва,loyout,design,1
848,"Митинская улица, 55",16000000,313725,7,17,2,51.0,Москва,loyout,design,1
849,"улица Авиаторов, 5к2",17200000,335937,17,17,2,51.2,Москва,loyout,design,1
850,"Одесская улица, 12",24500000,420962,7,12,2,58.2,Москва,loyout,design,1
851,"Люблинская улица, 159",16800000,309392,6,10,2,54.3,Москва,loyout,design,1
852,"1-я Хуторская улица, 8к1",15900000,387804,5,5,2,41.0,Москва,loyout,design,1
853,"Новороссийская улица, 25к1",17000000,314232,2,17,2,54.1,Москва,loyout,design,1
854,"Большая Черёмушкинская улица, 26к4",21350000,377208,11,17,2,56.6,Москва,loyout,design,1
855,"улица Конёнкова, 5",16750000,310185,11,12,2,54.0,Москва,loyout,design,1
856,"улица 800-летия Москвы, 16",16000000,290909,7,16,2,55.0,Москва,loyout,design,1
857,"Нахимовский проспект, 37к1",16000000,421052,9,9,2,38.0,Москва,loyout,design,1
858,"улица Грина, 9",18500000,315699,6,17,2,58.6,Москва,loyout,design,1
859,"Литовский бульвар, 13/12",19500000,335051,14,22,2,58.2,Москва,loyout,design,1
860,"улица Шолохова, 28к1",20000000,377358,5,14,2,53.0,Москва,loyout,design,1
861,"улица Мичуринский Проспект, Олимпийская Деревня, 6",18900000,351955,6,16,2,53.7,Москва,loyout,design,1
862,"Большой Афанасьевский переулок, 11-13",60000000,1132075,16,17,2,53.0,Москва,loyout,design,1
863,"улица Бориса Пастернака, 43",15900000,309941,12,19,2,51.3,Москва,loyout,design,1
864,"1-й Тушинский проезд, 6",12980000,291685,7,9,2,44.5,Москва,loyout,design,1
865,"улица Тёплый Стан, 3к1",15350000,298058,12,17,2,51.5,Москва,loyout,design,1
866,"Большая Очаковская улица, 41",16500000,392857,4,12,2,42.0,Москва,loyout,design,1
867,"Шереметьевская улица, 27",22500000,380710,6,22,2,59.1,Москва,loyout,design,1
868,"Партизанская улица, 51к1",13600000,309090,4,5,2,44.0,Москва,loyout,design,1
