,address_name,price,square_price,floors,total_floors,rooms,area,local,type_home,remont,balcon
418,"улица Миклухо-Маклая, 20",20500000,272969,16,16,3,75.1,Москва,flat,without_repair,2
419,"улица Красного Маяка, 4к3",15360000,240000,9,9,3,64.0,Москва,flat,without_repair,2
420,"Херсонская улица, 9к2",18900000,258549,16,16,3,73.1,Москва,flat,without_repair,2
421,"Новоясеневский проспект, 12к1",18500000,245358,16,16,3,75.4,Москва,flat,without_repair,2
422,"Осенняя улица, 26",21400000,291950,17,17,3,73.3,Москва,flat,without_repair,2
423,"улица Грина, 18к1",26000000,280172,18,18,3,92.8,Москва,flat,without_repair,2
424,"Каширское шоссе, 124к1",16750000,268860,12,12,3,62.3,Москва,flat,without_repair,2
425,"Ленская улица, 8к2",16200000,252730,12,12,3,64.1,Москва,flat,without_repair,2
426,"улица Островитянова, 16к2",16500000,259842,12,12,3,63.5,Москва,flat,standard,1
427,"Краснодарская улица, 20/1",12890000,213057,9,9,3,60.5,Москва,flat,standard,1
428,"Белозерская улица, 11Б",13000000,221465,9,9,3,58.7,Москва,flat,standard,1
429,"Кантемировская улица, 18к2",21000000,272727,17,17,3,77.0,Москва,flat,standard,1
430,"улица Свободы, 71",23600000,323287,22,22,3,73.0,Москва,flat,standard,1
431,"Зеленоград, к1209",12999999,212765,12,12,3,61.1,Зеленоград,flat,standard,1
432,"Ельнинская улица, 20к2",27350000,359868,17,17,3,76.0,Москва,flat,standard,1
433,"Ореховый бульвар, 49к2",14150000,239830,9,9,3,59.0,Москва,flat,standard,1
434,"улица Вострухина, 7",16000000,252365,9,9,3,63.4,Москва,flat,standard,1
435,"Шипиловская улица, 54к2",14000000,224358,9,9,3,62.4,Москва,flat,standard,1
436,"улица Маршала Савицкого, 20к1",15900000,154368,14,14,3,103.0,Москва,flat,standard,2
437,"Привольная улица, 9к2",16100000,221153,17,17,3,72.8,Москва,flat,standard,2
438,"Каширское шоссе, 102к1",14900000,235387,12,12,3,63.3,Москва,flat,standard,2
439,"улица Александры Монаховой, 103",17500000,212121,17,17,3,82.5,Москва,flat,standard,2
440,"Ясный проезд, 13А",16500000,222972,16,16,3,74.0,Москва,flat,standard,2
441,"Череповецкая улица, 4к1",15600000,255737,12,12,3,61.0,Москва,flat,standard,2
442,"Керамический проезд, 75к1",16000000,217687,16,16,3,73.5,Москва,flat,standard,2
443,"улица Красного Маяка, 4к3",15750000,241194,9,9,3,65.3,Москва,flat,standard,2
444,"Никулинская улица, 15к3",20400000,268421,17,17,3,76.0,Москва,flat,standard,2
445,"Гурьевский проезд, 15к2",17980000,235958,17,17,3,76.2,Москва,flat,standard,2
446,"улица 50 лет Октября, 23к2",15785000,264848,9,9,3,59.6,Москва,flat,well_done,1
447,"улица Москвитина, 1к1",17555000,234379,25,25,3,74.9,Московский,flat,well_done,1
448,"Братеевская улица, 16к2",19000000,247395,17,17,3,76.8,Москва,flat,well_done,1
449,"улица Кашёнкин Луг, 8к3",27900000,343596,17,17,3,81.2,Москва,flat,well_done,1
450,"улица Стожарова, 5",15000000,196850,14,14,3,76.2,дачный посёлок Кокошкино,flat,well_done,1
451,"Челобитьевское шоссе, 12к6",17000000,303571,22,22,3,56.0,Москва,flat,well_done,1
452,"Привольная улица, 77",20200000,270777,14,14,3,74.6,Москва,flat,well_done,1
453,"Боровское шоссе, 2к7",27749999,315340,14,14,3,88.0,Москва,flat,well_done,1
454,"улица Василия Петушкова, 23",19240000,252162,22,22,3,76.3,Москва,flat,well_done,1
455,"улица Александры Монаховой, 109к1",23000000,284301,17,17,3,80.9,Москва,flat,well_done,1
456,"Черноморский бульвар, 10к1",27999999,351758,17,17,3,79.6,Москва,flat,well_done,2
457,"Покровская улица, 14",16500000,221774,17,17,3,74.4,Москва,flat,well_done,2
458,"3-й микрорайон, 6",17700000,207502,17,17,3,85.3,Московский,flat,well_done,2
459,"11-я улица Текстильщиков, 10",14999999,239616,12,12,3,62.6,Москва,flat,well_done,2
460,"Новочеркасский бульвар, 5",18700000,237913,22,22,3,78.6,Москва,flat,well_done,2
461,"улица Грина, 1к3",18000000,240641,17,17,3,74.8,Москва,flat,well_done,2
462,"улица Академика Анохина, 58",31500000,393750,22,22,3,80.0,Москва,flat,well_done,2
463,"Южнобутовская улица, 66",19999999,268817,12,12,3,74.4,Москва,flat,well_done,2
464,"Вильнюсская улица, 15",18800000,256830,17,17,3,73.2,Москва,flat,well_done,2
465,"улица Липчанского, 4",16800000,221343,17,17,3,75.9,Москва,flat,well_done,2
466,"Жемчужная улица, 1к14",7990000,266333,4,4,1,30.0,Москва,loyout,design,1
467,"Жемчужная улица, 1к4",8430000,312222,5,5,1,27.0,Москва,loyout,design,1
468,"Боровский проезд, 16",11500000,369774,5,5,1,31.1,Москва,loyout,design,1
469,"улица Довженко, 6",13160000,398787,9,9,1,33.0,Москва,loyout,design,1
470,"Велозаводская улица, 2к1",13900000,421212,9,9,1,33.0,Москва,loyout,design,1
471,"улица Трофимова, 15",13900000,397142,8,8,1,35.0,Москва,loyout,design,1
472,"Нижегородская улица, 13А",14700000,432352,10,10,1,34.0,Москва,loyout,design,1
473,"улица Симоновский Вал, 18",12898000,421503,8,8,1,30.6,Москва,loyout,design,1
474,"Зеленоград, к512",9700000,274787,14,14,1,35.3,Зеленоград,loyout,design,1
475,"Флотская улица, 48к1",14000000,341463,14,14,1,41.0,Москва,loyout,design,1
476,"Пинский проезд, 5",14990000,418715,9,9,1,35.8,Москва,loyout,design,2
477,жилой комплекс Режиссёр,21600000,574468,32,32,1,37.6,Москва,loyout,without_repair,1
478,"Кунцевская улица, 13/6",10500000,305232,16,16,1,34.4,Москва,loyout,without_repair,1
479,"улица Генерала Донскова, 25к8",6606300,183000,3,3,1,36.1,деревня Зверево,loyout,without_repair,1
480,"Енисейская улица, 17к2",8900000,296666,9,9,1,30.0,Москва,loyout,without_repair,1
481,"Волжский бульвар, 18к2",9449000,299968,9,9,1,31.5,Москва,loyout,without_repair,1
482,"Нагорная улица, 7к1",13000000,208333,7,7,1,62.4,Москва,loyout,without_repair,1
483,"Верхоянская улица, 18к2",8700000,286184,5,5,1,30.4,Москва,loyout,without_repair,1
484,"Краснобогатырская улица, 75к1",8700000,245070,9,9,1,35.5,Москва,loyout,without_repair,1
485,"Жемчужная улица, 1к6",6100000,205387,4,4,1,29.7,Москва,loyout,without_repair,1
486,"улица Черняховского, 5к2",15000000,473186,8,8,1,31.7,Москва,loyout,without_repair,1
487,"Спортивная улица, 4",8300000,244837,5,5,1,33.9,посёлок Внуково,loyout,standard,1
488,"посёлок Знамя Октября, 29",7850000,195760,7,7,1,40.1,посёлок Знамя Октября,loyout,standard,1
489,"улица Молодцова, 31к1",8100000,276450,9,9,1,29.3,Москва,loyout,standard,1
490,"улица Гурьянова, 9",12990000,320740,12,12,1,40.5,Москва,loyout,standard,1
491,"Ленинградское шоссе, 13к2",10400000,346666,5,5,1,30.0,Москва,loyout,standard,1
492,"Самаринская улица, 1",14900000,480645,9,9,1,31.0,Москва,loyout,standard,1
493,"улица Академика Виноградова, 3к1",22500000,412844,17,17,1,54.5,Москва,loyout,standard,1
494,"Абельмановская улица, 7",20000000,508905,8,8,1,39.3,Москва,loyout,standard,1
495,"проспект Маршала Жукова, 38",13000000,419354,5,5,1,31.0,Москва,loyout,standard,1
496,"3-й Сетуньский проезд, 3",11300000,369281,10,10,1,30.6,Москва,loyout,standard,1
497,"Псковская улица, 9к2",11490000,276201,17,17,1,41.6,Москва,loyout,standard,2
498,"Путевой проезд, 40к3",9500000,273775,15,15,1,34.7,Москва,loyout,standard,2
499,"Маломосковская улица, 3",14000000,391061,14,14,1,35.8,Москва,loyout,well_done,1
500,"улица Академика Скрябина, 28к1",11500000,367412,9,9,1,31.3,Москва,loyout,well_done,1
501,"Хибинский проезд, 30к2",10650000,300000,14,14,1,35.5,Москва,loyout,well_done,1
502,"Лодочная улица, 11",11200000,268585,17,17,1,41.7,Москва,loyout,well_done,1
503,"проспект Мира, 133",14500000,453125,12,12,1,32.0,Москва,loyout,well_done,1
504,"Омская улица, 9",9350000,236708,14,14,1,39.5,Москва,loyout,well_done,1
505,"Нагорная улица, 24к6",10090000,296764,5,5,1,34.0,Москва,loyout,well_done,1
506,"1-й микрорайон, 23Г",9000000,230769,18,18,1,39.0,Московский,loyout,well_done,1
507,"Коктебельская улица, 8",12000000,244399,17,17,1,49.1,Москва,loyout,well_done,1
508,"Хохловский переулок, 10с7",19000000,550724,9,9,1,34.5,Москва,loyout,well_done,1
509,"Чечёрский проезд, 122к3",9750000,228873,19,19,1,42.6,Москва,loyout,well_done,2
510,"улица Семёна Гордого, 6",8800000,176000,9,9,1,50.0,деревня Ивановское,loyout,well_done,2
511,"улица Маршала Рыбалко, 2к1",21300000,536523,9,9,1,39.7,Москва,loyout,well_done,2
512,"Жемчужная улица, 1к14",7990000,266333,4,4,1,30.0,Москва,flat,design,1
513,"Жемчужная улица, 1к4",8430000,312222,5,5,1,27.0,Москва,flat,design,1
514,"Боровский проезд, 16",11500000,369774,5,5,1,31.1,Москва,flat,design,1
515,"улица Довженко, 6",13160000,398787,9,9,1,33.0,Москва,flat,design,1
516,"Велозаводская улица, 2к1",13900000,421212,9,9,1,33.0,Москва,flat,design,1
517,"улица Трофимова, 15",13900000,397142,8,8,1,35.0,Москва,flat,design,1
518,"Нижегородская улица, 13А",14700000,432352,10,10,1,34.0,Москва,flat,design,1
519,"улица Симоновский Вал, 18",12898000,421503,8,8,1,30.6,Москва,flat,design,1
520,"Зеленоград, к512",9700000,274787,14,14,1,35.3,Зеленоград,flat,design,1
521,"Флотская улица, 48к1",14000000,341463,14,14,1,41.0,Москва,flat,design,1
522,"Пинский проезд, 5",14990000,418715,9,9,1,35.8,Москва,flat,design,2
523,жилой комплекс Режиссёр,21600000,574468,32,32,1,37.6,Москва,flat,without_repair,1
524,"Кунцевская улица, 13/6",10500000,305232,16,16,1,34.4,Москва,flat,without_repair,1
525,"улица Генерала Донскова, 25к8",6606300,183000,3,3,1,36.1,деревня Зверево,flat,without_repair,1
526,"Енисейская улица, 17к2",8900000,296666,9,9,1,30.0,Москва,flat,without_repair,1
527,"Волжский бульвар, 18к2",9449000,299968,9,9,1,31.5,Москва,flat,without_repair,1
528,"Нагорная улица, 7к1",13000000,208333,7,7,1,62.4,Москва,flat,without_repair,1
529,"Верхоянская улица, 18к2",8700000,286184,5,5,1,30.4,Москва,flat,without_repair,1
530,"Краснобогатырская улица, 75к1",8700000,245070,9,9,1,35.5,Москва,flat,without_repair,1
531,"Жемчужная улица, 1к6",6100000,205387,4,4,1,29.7,Москва,flat,without_repair,1
532,"улица Черняховского, 5к2",15000000,473186,8,8,1,31.7,Москва,flat,without_repair,1
533,"Спортивная улица, 4",8300000,244837,5,5,1,33.9,посёлок Внуково,flat,standard,1
534,"посёлок Знамя Октября, 29",7850000,195760,7,7,1,40.1,посёлок Знамя Октября,flat,standard,1
535,"улица Молодцова, 31к1",8100000,276450,9,9,1,29.3,Москва,flat,standard,1
536,"улица Гурьянова, 9",12990000,320740,12,12,1,40.5,Москва,flat,standard,1
537,"Ленинградское шоссе, 13к2",10400000,346666,5,5,1,30.0,Москва,flat,standard,1
538,"Самаринская улица, 1",14900000,480645,9,9,1,31.0,Москва,flat,standard,1
539,"улица Академика Виноградова, 3к1",22500000,412844,17,17,1,54.5,Москва,flat,standard,1
540,"Абельмановская улица, 7",20000000,508905,8,8,1,39.3,Москва,flat,standard,1
541,"проспект Маршала Жукова, 38",13000000,419354,5,5,1,31.0,Москва,flat,standard,1
542,"3-й Сетуньский проезд, 3",11300000,369281,10,10,1,30.6,Москва,flat,standard,1
543,"Псковская улица, 9к2",11490000,276201,17,17,1,41.6,Москва,flat,standard,2
544,"Путевой проезд, 40к3",9500000,273775,15,15,1,34.7,Москва,flat,standard,2
545,"Маломосковская улица, 3",14000000,391061,14,14,1,35.8,Москва,flat,well_done,1
546,"улица Академика Скрябина, 28к1",11500000,367412,9,9,1,31.3,Москва,flat,well_done,1
547,"Хибинский проезд, 30к2",10650000,300000,14,14,1,35.5,Москва,flat,well_done,1
548,"Лодочная улица, 11",11200000,268585,17,17,1,41.7,Москва,flat,well_done,1
549,"проспект Мира, 133",14500000,453125,12,12,1,32.0,Москва,flat,well_done,1
550,"Омская улица, 9",9350000,236708,14,14,1,39.5,Москва,flat,well_done,1
551,"Нагорная улица, 24к6",10090000,296764,5,5,1,34.0,Москва,flat,well_done,1
552,"1-й микрорайон, 23Г",9000000,230769,18,18,1,39.0,Московский,flat,well_done,1
553,"Коктебельская улица, 8",12000000,244399,17,17,1,49.1,Москва,flat,well_done,1
554,"Хохловский переулок, 10с7",19000000,550724,9,9,1,34.5,Москва,flat,well_done,1
555,"Чечёрский проезд, 122к3",9750000,228873,19,19,1,42.6,Москва,flat,well_done,2
556,"улица Семёна Гордого, 6",8800000,176000,9,9,1,50.0,деревня Ивановское,flat,well_done,2
557,"улица Маршала Рыбалко, 2к1",21300000,536523,9,9,1,39.7,Москва,flat,well_done,2
558,"улица Академика Скрябина, 18",14300000,315673,9,9,2,45.3,Москва,loyout,design,1
559,"Большая Филёвская улица, 53к1",17400000,435000,9,9,2,40.0,Москва,loyout,design,1
560,"улица Спиридоновка, 12",240000000,2054794,12,12,2,116.8,Москва,loyout,design,1
561,"Измайловское шоссе, 13",17250000,433417,9,9,2,39.8,Москва,loyout,design,1
562,"улица Расковой, 30",22900000,458000,6,6,2,50.0,Москва,loyout,design,1
563,"Ярцевская улица, 11к1",18200000,330909,9,9,2,55.0,Москва,loyout,design,1
564,"Токмаков переулок, 3-5",21000000,512195,7,7,2,41.0,Москва,loyout,design,1
565,"улица Усиевича, 9",22490000,438401,9,9,2,51.3,Москва,loyout,design,1
566,"Ленинский проспект, 78",29990000,497346,8,8,2,60.3,Москва,loyout,design,1
567,"Садовая-Кудринская улица, 8-10-12",60000000,857142,7,7,2,70.0,Москва,loyout,design,1
568,"улица Орджоникидзе, 7",31999000,604896,8,8,2,52.9,Москва,loyout,design,2
569,"улица Андерсена, 11",15500000,262711,3,3,2,59.0,Москва,loyout,design,2
570,"улица Ивана Франко, 8к2",25000000,480769,15,15,2,52.0,Москва,loyout,design,2
571,"улица Покровка, 38с1",46000000,676470,6,6,2,68.0,Москва,loyout,design,2
572,"15-я Парковая улица, 54",14000000,285132,7,7,2,49.1,Москва,loyout,design,2
573,"улица Чистова, 4",14300000,322799,9,9,2,44.3,Москва,loyout,design,2
574,"рабочий посёлок Киевский, 23Б",10500000,175000,16,16,2,60.0,рабочий посёлок Киевский,loyout,design,2
575,"Кутузовский проспект, 22",39000000,650000,7,7,2,60.0,Москва,loyout,design,2
576,"Брянская улица, 2",29900000,477635,9,9,2,62.6,Москва,loyout,design,2
577,"Большая Садовая улица, 1",42000000,711864,8,8,2,59.0,Москва,loyout,design,2
578,"Сиреневый бульвар, 69к1",9050000,268545,9,9,2,33.7,Москва,loyout,without_repair,1
579,"6-я Радиальная улица, 7/1к2",13390000,210866,20,20,2,63.5,Москва,loyout,without_repair,1
580,"Нижняя улица, 11",14000000,318181,5,5,2,44.0,Москва,loyout,without_repair,1
581,"улица Генерала Донскова, 25к8",9038400,168000,3,3,2,53.8,деревня Зверево,loyout,without_repair,1
582,"Новохорошёвский проезд, 9",12500000,328947,5,5,2,38.0,Москва,loyout,without_repair,1
583,"Большая Академическая улица, 20Б",16299000,284947,15,15,2,57.2,Москва,loyout,without_repair,1
584,"Ленинградский проспект, 74к1",18950000,322827,9,9,2,58.7,Москва,loyout,without_repair,1
585,"Смоленский бульвар, 6-8",24100000,535555,17,17,2,45.0,Москва,loyout,without_repair,1
586,"6-я Радиальная улица, 7/1к2",11200000,185737,20,20,2,60.3,Москва,loyout,without_repair,1
587,"Рязанский проспект, 19к1",10400000,246445,5,5,2,42.2,Москва,loyout,without_repair,1
588,"улица Строителей, 7к1",23500000,417406,8,8,2,56.3,Москва,loyout,standard,1
589,"улица Барклая, 16к4",14290000,366410,9,9,2,39.0,Москва,loyout,standard,1
590,"Банный переулок, 2с1",17500000,416666,9,9,2,42.0,Москва,loyout,standard,1
591,"улица Куусинена, 4Ак1",16200000,376744,8,8,2,43.0,Москва,loyout,standard,1
592,"Каширское шоссе, 8к3",16200000,273648,8,8,2,59.2,Москва,loyout,standard,1
593,"Каширское шоссе, 54к2А",11000000,252293,5,5,2,43.6,Москва,loyout,standard,1
594,"Красноярская улица, 13",11000000,242290,9,9,2,45.4,Москва,loyout,standard,1
595,"посёлок Знамя Октября, 30",7600000,146718,5,5,2,51.8,посёлок Знамя Октября,loyout,standard,1
596,"1-я Ватутинская улица, 15к2",7750000,180232,5,5,2,43.0,Москва,loyout,standard,1
597,"1-я Радиаторская улица, 1",18200000,347992,14,14,2,52.3,Москва,loyout,standard,1
598,"Зеленоград, к826с4",10800000,229787,10,10,2,47.0,Зеленоград,loyout,standard,2
599,"Стрельбищенский переулок, 22А",20500000,383895,5,5,2,53.4,Москва,loyout,standard,2
600,"посёлок Щапово, 52",9990000,171061,9,9,2,58.4,посёлок Щапово,loyout,standard,2
601,"улица Малышева, 3",13250000,315476,9,9,2,42.0,Москва,loyout,standard,2
602,"Карамышевская набережная, 12к1",21100000,383636,17,17,2,55.0,Москва,loyout,standard,2
603,"улица Шаболовка, 30/12",22800000,402116,8,8,2,56.7,Москва,loyout,standard,2
604,"Бутырская улица, 4",19200000,349090,15,15,2,55.0,Москва,loyout,standard,2
605,"Ангарская улица, 23к5",19500000,253246,14,14,2,77.0,Москва,loyout,standard,2
606,"1-я улица 8 Марта, 3",19400000,370936,9,9,2,52.3,Москва,loyout,standard,2
607,"улица Алабяна, 10к1",26000000,431893,8,8,2,60.2,Москва,loyout,standard,2
608,"Смоленская улица, 10",37000000,755102,9,9,2,49.0,Москва,loyout,well_done,1
609,"улица Берзарина, 32",22230000,364426,25,25,2,61.0,Москва,loyout,well_done,1
610,"база отдыха Витро Вилладж, к3",11700000,129281,5,5,2,90.5,Москва,loyout,well_done,1
611,"улица Пресненский Вал, 7с1",23600000,420677,8,8,2,56.1,Москва,loyout,well_done,1
612,"улица Ивана Франко, 30к2",13700000,320093,5,5,2,42.8,Москва,loyout,well_done,1
613,"улица Липовый Парк, 2",14500000,201388,12,12,2,72.0,посёлок Коммунарка,loyout,well_done,1
614,"Ленинский проспект, 93",19400000,346428,8,8,2,56.0,Москва,loyout,well_done,1
615,"1-й квартал, 13",12000000,270270,4,4,2,44.4,Москва,loyout,well_done,1
616,"Ленинский проспект, 57",26700000,462738,8,8,2,57.7,Москва,loyout,well_done,1
617,"улица 1905 года, 4",28700000,448437,8,8,2,64.0,Москва,loyout,well_done,1
618,"Городская улица, 20",13500000,240641,19,19,2,56.1,Троицк,loyout,well_done,2
619,"Люблинская улица, 31/1",12500000,312500,14,14,2,40.0,Москва,loyout,well_done,2
620,"Новокуркинское шоссе, 23/15",18950000,315833,6,6,2,60.0,Москва,loyout,well_done,2
621,"улица Малая Ордынка, 11",54950000,631609,6,6,2,87.0,Москва,loyout,well_done,2
622,"Нахимовский проспект, 52/27",40500000,423640,8,8,2,95.6,Москва,loyout,well_done,2
623,"микрорайон Родники, 5",16500000,220588,14,14,2,74.8,посёлок Знамя Октября,loyout,well_done,2
624,"улица Берёзки, 10к2",9850000,169827,4,4,2,58.0,посёлок Рогово,loyout,well_done,2
625,"Соколово-Мещерская улица, 4",26500000,376420,5,5,2,70.4,Москва,loyout,well_done,2
626,"улица Коновалова, 7",10750000,249419,9,9,2,43.1,Москва,loyout,well_done,2
627,"улица Свободы, 2",12600000,280000,5,5,2,45.0,Москва,loyout,well_done,2
628,"улица Академика Скрябина, 18",14300000,315673,9,9,2,45.3,Москва,flat,design,1
629,"Большая Филёвская улица, 53к1",17400000,435000,9,9,2,40.0,Москва,flat,design,1
630,"улица Спиридоновка, 12",240000000,2054794,12,12,2,116.8,Москва,flat,design,1
631,"Измайловское шоссе, 13",17250000,433417,9,9,2,39.8,Москва,flat,design,1
632,"улица Расковой, 30",22900000,458000,6,6,2,50.0,Москва,flat,design,1
633,"Ярцевская улица, 11к1",18200000,330909,9,9,2,55.0,Москва,flat,design,1
634,"Токмаков переулок, 3-5",21000000,512195,7,7,2,41.0,Москва,flat,design,1
635,"улица Усиевича, 9",22490000,438401,9,9,2,51.3,Москва,flat,design,1
636,"Ленинский проспект, 78",29990000,497346,8,8,2,60.3,Москва,flat,design,1
637,"Садовая-Кудринская улица, 8-10-12",60000000,857142,7,7,2,70.0,Москва,flat,design,1
638,"улица Орджоникидзе, 7",31999000,604896,8,8,2,52.9,Москва,flat,design,2
639,"улица Андерсена, 11",15500000,262711,3,3,2,59.0,Москва,flat,design,2
640,"улица Ивана Франко, 8к2",25000000,480769,15,15,2,52.0,Москва,flat,design,2
641,"улица Покровка, 38с1",46000000,676470,6,6,2,68.0,Москва,flat,design,2
642,"15-я Парковая улица, 54",14000000,285132,7,7,2,49.1,Москва,flat,design,2
643,"улица Чистова, 4",14300000,322799,9,9,2,44.3,Москва,flat,design,2
644,"рабочий посёлок Киевский, 23Б",10500000,175000,16,16,2,60.0,рабочий посёлок Киевский,flat,design,2
645,"Кутузовский проспект, 22",39000000,650000,7,7,2,60.0,Москва,flat,design,2
646,"Брянская улица, 2",29900000,477635,9,9,2,62.6,Москва,flat,design,2
647,"Большая Садовая улица, 1",42000000,711864,8,8,2,59.0,Москва,flat,design,2
648,"Сиреневый бульвар, 69к1",9050000,268545,9,9,2,33.7,Москва,flat,without_repair,1
649,"6-я Радиальная улица, 7/1к2",13390000,210866,20,20,2,63.5,Москва,flat,without_repair,1
650,"Нижняя улица, 11",14000000,318181,5,5,2,44.0,Москва,flat,without_repair,1
651,"улица Генерала Донскова, 25к8",9038400,168000,3,3,2,53.8,деревня Зверево,flat,without_repair,1
652,"Новохорошёвский проезд, 9",12500000,328947,5,5,2,38.0,Москва,flat,without_repair,1
653,"Большая Академическая улица, 20Б",16299000,284947,15,15,2,57.2,Москва,flat,without_repair,1
654,"Ленинградский проспект, 74к1",18950000,322827,9,9,2,58.7,Москва,flat,without_repair,1
655,"Смоленский бульвар, 6-8",24100000,535555,17,17,2,45.0,Москва,flat,without_repair,1
656,"6-я Радиальная улица, 7/1к2",11200000,185737,20,20,2,60.3,Москва,flat,without_repair,1
657,"Рязанский проспект, 19к1",10400000,246445,5,5,2,42.2,Москва,flat,without_repair,1
658,"улица Строителей, 7к1",23500000,417406,8,8,2,56.3,Москва,flat,standard,1
659,"улица Барклая, 16к4",14290000,366410,9,9,2,39.0,Москва,flat,standard,1
660,"Банный переулок, 2с1",17500000,416666,9,9,2,42.0,Москва,flat,standard,1
661,"улица Куусинена, 4Ак1",16200000,376744,8,8,2,43.0,Москва,flat,standard,1
662,"Каширское шоссе, 8к3",16200000,273648,8,8,2,59.2,Москва,flat,standard,1
663,"Каширское шоссе, 54к2А",11000000,252293,5,5,2,43.6,Москва,flat,standard,1
664,"Красноярская улица, 13",11000000,242290,9,9,2,45.4,Москва,flat,standard,1
665,"посёлок Знамя Октября, 30",7600000,146718,5,5,2,51.8,посёлок Знамя Октября,flat,standard,1
666,"1-я Ватутинская улица, 15к2",7750000,180232,5,5,2,43.0,Москва,flat,standard,1
667,"1-я Радиаторская улица, 1",18200000,347992,14,14,2,52.3,Москва,flat,standard,1
668,"Зеленоград, к826с4",10800000,229787,10,10,2,47.0,Зеленоград,flat,standard,2
669,"Стрельбищенский переулок, 22А",20500000,383895,5,5,2,53.4,Москва,flat,standard,2
670,"посёлок Щапово, 52",9990000,171061,9,9,2,58.4,посёлок Щапово,flat,standard,2
671,"улица Малышева, 3",13250000,315476,9,9,2,42.0,Москва,flat,standard,2
672,"Карамышевская набережная, 12к1",21100000,383636,17,17,2,55.0,Москва,flat,standard,2
673,"улица Шаболовка, 30/12",22800000,402116,8,8,2,56.7,Москва,flat,standard,2
674,"Бутырская улица, 4",19200000,349090,15,15,2,55.0,Москва,flat,standard,2
675,"Ангарская улица, 23к5",19500000,253246,14,14,2,77.0,Москва,flat,standard,2
676,"1-я улица 8 Марта, 3",19400000,370936,9,9,2,52.3,Москва,flat,standard,2
677,"улица Алабяна, 10к1",26000000,431893,8,8,2,60.2,Москва,flat,standard,2
678,"Смоленская улица, 10",37000000,755102,9,9,2,49.0,Москва,flat,well_done,1
679,"улица Берзарина, 32",22230000,364426,25,25,2,61.0,Москва,flat,well_done,1
680,"база отдыха Витро Вилладж, к3",11700000,129281,5,5,2,90.5,Москва,flat,well_done,1
681,"улица Пресненский Вал, 7с1",23600000,420677,8,8,2,56.1,Москва,flat,well_done,1
682,"улица Ивана Франко, 30к2",13700000,320093,5,5,2,42.8,Москва,flat,well_done,1
683,"улица Липовый Парк, 2",14500000,201388,12,12,2,72.0,посёлок Коммунарка,flat,well_done,1
684,"Ленинский проспект, 93",19400000,346428,8,8,2,56.0,Москва,flat,well_done,1
685,"1-й квартал, 13",12000000,270270,4,4,2,44.4,Москва,flat,well_done,1
686,"Ленинский проспект, 57",26700000,462738,8,8,2,57.7,Москва,flat,well_done,1
687,"улица 1905 года, 4",28700000,448437,8,8,2,64.0,Москва,flat,well_done,1
688,"Городская улица, 20",13500000,240641,19,19,2,56.1,Троицк,flat,well_done,2
689,"Люблинская улица, 31/1",12500000,312500,14,14,2,40.0,Москва,flat,well_done,2
690,"Новокуркинское шоссе, 23/15",18950000,315833,6,6,2,60.0,Москва,flat,well_done,2
691,"улица Малая Ордынка, 11",54950000,631609,6,6,2,87.0,Москва,flat,well_done,2
692,"Нахимовский проспект, 52/27",40500000,423640,8,8,2,95.6,Москва,flat,well_done,2
693,"микрорайон Родники, 5",16500000,220588,14,14,2,74.8,посёлок Знамя Октября,flat,well_done,2
694,"улица Берёзки, 10к2",9850000,169827,4,4,2,58.0,посёлок Рогово,flat,well_done,2
695,"Соколово-Мещерская улица, 4",26500000,376420,5,5,2,70.4,Москва,flat,well_done,2
696,"улица Коновалова, 7",10750000,249419,9,9,2,43.1,Москва,flat,well_done,2
697,"улица Свободы, 2",12600000,280000,5,5,2,45.0,Москва,flat,well_done,2
698,"Комсомольский проспект, 45",52000000,698924,12,12,3,74.4,Москва,loyout,design,1
699,"улица Большая Якиманка, 32",38500000,652542,12,12,3,59.0,Москва,loyout,design,1
700,"улица Лобанова, 4",25000000,312500,5,5,3,80.0,Москва,loyout,design,1
701,"Варшавское шоссе, 72к2",31900000,310916,5,5,3,102.6,Москва,loyout,design,1
702,"Волоколамское шоссе, 110",19900000,299698,5,5,3,66.4,Москва,loyout,design,1
703,"бульвар Генерала Карбышева, 18",47000000,422661,20,20,3,111.2,Москва,loyout,design,1
704,"1-й Зачатьевский переулок, 6с1",175000000,1206896,6,6,3,145.0,Москва,loyout,design,1
705,"Новочерёмушкинская улица, 71/32",70000000,489510,21,21,3,143.0,Москва,loyout,design,1
706,"улица Костякова, 2/6",25900000,388305,9,9,3,66.7,Москва,loyout,design,1
707,"2-й Красносельский переулок, 2",23000000,469387,14,14,3,49.0,Москва,loyout,design,1
708,"улица Красная Пресня, 21",126600000,740350,12,12,3,171.0,Москва,loyout,design,2
709,"Житная улица, 10",43000000,641791,7,7,3,67.0,Москва,loyout,design,2
710,"улица Пресненский Вал, 3",37400000,452237,8,8,3,82.7,Москва,loyout,design,2
711,"Староконюшенный переулок, 41с1",93000000,885714,5,5,3,105.0,Москва,loyout,design,2
712,"Ленинградское шоссе, 98к6",35000000,353535,15,15,3,99.0,Москва,loyout,design,2
713,"3-я Парковая улица, 12",34500000,345000,12,12,3,100.0,Москва,loyout,design,2
714,"Чапаевский переулок, 12к1",36500000,557251,6,6,3,65.5,Москва,loyout,design,2
715,"Олонецкий проезд, 18",27200000,386363,14,14,3,70.4,Москва,loyout,design,2
